Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Premium_Amount,Insured_Amount,Property_Age,Insured_Date,Claim_ID,Claim_Date,Claim_Amount,Fraudulent_Claim,Claim_History,Risk_Score
b8559024-d06c-4c75-bb1e-7555f8dee440,54,Female,Auto,43581.2,4172.1,55896.44,9,2021-09-12,a244ef4c-f73a-415a-bc16-907a004828c6,2024-01-22,9946.81,0,4,High
b8559024-d06c-4c75-bb1e-7555f8dee440,54,Female,Auto,43581.2,4172.1,55896.44,9,2021-09-12,b0846aac-00a9-41cd-87df-8e9f724101fb,2024-01-26,1171.71,0,4,High
f3902f42-36ce-425b-ac16-c2f31b87f101,41,Female,Property,33490.54,1508.97,17308.78,20,2025-04-17,ece6d157-3ec3-46db-a77e-5ca54f7c1537,2025-12-03,1006.57,1,5,High
f3902f42-36ce-425b-ac16-c2f31b87f101,41,Female,Property,33490.54,1508.97,17308.78,20,2025-04-17,1f4f4650-afd5-4fa0-94ce-182151d3c07d,2025-08-01,1021.85,0,5,High
f3902f42-36ce-425b-ac16-c2f31b87f101,41,Female,Property,33490.54,1508.97,17308.78,20,2025-04-17,117ce38f-357c-4cfa-bb6a-2bba5ab95b69,2027-02-13,1397.74,0,5,High
f3902f42-36ce-425b-ac16-c2f31b87f101,41,Female,Property,33490.54,1508.97,17308.78,20,2025-04-17,6d78b706-5134-4002-b62d-cc29db42a404,2025-09-02,1277.54,1,5,High
f3902f42-36ce-425b-ac16-c2f31b87f101,41,Female,Property,33490.54,1508.97,17308.78,20,2025-04-17,12f4643b-11d4-4b9c-9794-6df5df63e9ea,2025-07-23,11466.02,1,5,High
4f2f3654-c72f-4251-b77c-7faeb9a68e69,58,Female,Health,38235.4,1279.62,15955.71,0,2022-07-10,NoClaim,,0.0,0,0,Low
33a52fcc-86e2-41f1-bec3-72ec0b0756ca,20,Male,Life,47099.09,2854.0,47872.68,0,2023-08-25,NoClaim,,0.0,0,0,Low
c05cd10d-b2e9-47f6-bb39-233dda5ca9f4,28,Female,Property,68352.62,2270.63,35943.73,28,2023-09-13,95e5dbed-b39a-4753-bcda-271da1b3fadb,2024-01-24,1713.39,0,2,Medium
c05cd10d-b2e9-47f6-bb39-233dda5ca9f4,28,Female,Property,68352.62,2270.63,35943.73,28,2023-09-13,830ec6b3-8acb-4260-b894-0462341e1dba,2025-11-12,16977.49,0,2,Medium
e530433c-1419-47f6-9206-e330dc64363d,56,Male,Life,66825.92,6185.1,70038.38,0,2022-11-07,NoClaim,,0.0,0,0,Low
760542bb-dcf2-475a-9a47-abd4ec1331cb,51,Female,Auto,71411.59,4047.42,42011.44,21,2024-02-19,5b0fd93b-dcb7-4e63-bb3e-d3d52eef061c,2026-08-19,5640.24,0,4,High
760542bb-dcf2-475a-9a47-abd4ec1331cb,51,Female,Auto,71411.59,4047.42,42011.44,21,2024-02-19,fca397f4-e093-4fb9-b0a7-16a9f61c53e7,2025-11-29,3106.26,0,4,High
760542bb-dcf2-475a-9a47-abd4ec1331cb,51,Female,Auto,71411.59,4047.42,42011.44,21,2024-02-19,eed9ec83-fd5e-4721-b8aa-bd4049587b87,2026-07-31,173.23,0,4,High
760542bb-dcf2-475a-9a47-abd4ec1331cb,51,Female,Auto,71411.59,4047.42,42011.44,21,2024-02-19,d9f558cc-1deb-47c2-a81c-da4ed2b77248,2026-02-12,17257.45,0,4,High
d57e9203-9b77-400f-9e56-557ac4e9e9b8,55,Female,Health,51065.08,3109.97,46410.84,0,2023-05-15,ba2d00a9-65ac-474a-80fc-10a9a66b5da7,2025-07-24,9378.37,0,3,Medium
d57e9203-9b77-400f-9e56-557ac4e9e9b8,55,Female,Health,51065.08,3109.97,46410.84,0,2023-05-15,8916d1ba-b01a-4fe0-b3fb-accdee0c0b72,2023-11-23,9027.75,0,3,Medium
d57e9203-9b77-400f-9e56-557ac4e9e9b8,55,Female,Health,51065.08,3109.97,46410.84,0,2023-05-15,3e1ab3e6-655c-4793-ae71-0965e4ed7b85,2023-10-07,14197.66,0,3,Medium
9a2ce63b-d7b4-419c-9b9c-060f82f28873,34,Female,Life,80616.57,3162.64,41490.59,0,2023-03-10,NoClaim,,0.0,0,0,Low
81265700-28b1-4596-909c-1e34ae5e4517,22,Female,Health,70840.44,5738.62,110712.79,0,2021-07-09,40efe4c6-a235-473a-9fc5-ee0525661048,2022-02-17,10351.24,0,3,Medium
81265700-28b1-4596-909c-1e34ae5e4517,22,Female,Health,70840.44,5738.62,110712.79,0,2021-07-09,541532f0-0a8e-4a68-a2b0-e3332f6d5e5c,2023-07-04,25510.97,0,3,Medium
81265700-28b1-4596-909c-1e34ae5e4517,22,Female,Health,70840.44,5738.62,110712.79,0,2021-07-09,e85613dc-d9f0-40dc-8ab8-5bcf2c96b0e7,2021-08-26,31854.11,0,3,Medium
e20bb1e2-e9cd-418c-b1bd-7c27fb571236,43,Female,Property,47064.71,950.02,9919.75,3,2022-04-10,NoClaim,,0.0,0,0,Low
4b548b30-4d5c-444a-a1d3-ac4c160d75f5,18,Male,Auto,72006.14,5233.64,92432.15,3,2023-08-25,8177cc1c-39b8-4c9a-b475-3631bf843f86,2024-11-10,35980.12,0,1,Medium
1b0db377-4114-460c-947e-2dad6bb2c52b,28,Male,Property,71314.37,5032.45,79363.85,1,2022-03-15,74951c64-c76f-40ed-a2d3-5d7933046d5c,2023-03-01,13377.65,0,3,Medium
1b0db377-4114-460c-947e-2dad6bb2c52b,28,Male,Property,71314.37,5032.45,79363.85,1,2022-03-15,f4c2a52b-e659-4a4c-bbc8-9e3704531cd3,2025-02-13,3004.87,0,3,Medium
1b0db377-4114-460c-947e-2dad6bb2c52b,28,Male,Property,71314.37,5032.45,79363.85,1,2022-03-15,ebd7ae98-2cba-4fa6-9b9d-2dd127131576,2023-09-03,26089.79,0,3,Medium
0c5e0bcb-8571-404a-9bdc-c9b471eaec47,20,Female,Health,52960.9,1152.54,18247.73,0,2020-07-21,NoClaim,,0.0,0,0,Low
795dfe05-bedc-4263-abb0-da744c6c9723,34,Female,Auto,49533.99,1124.1,13653.65,18,2023-10-08,57b858f8-9899-4cd8-b77c-e0e506845f6d,2026-09-05,5296.48,0,1,Medium
3569bd90-abde-49bd-9f6d-6935c6d675ce,71,Male,Life,22147.69,858.72,11190.74,0,2023-06-25,NoClaim,,0.0,0,0,Low
e08a2f2e-2388-4640-83a5-ec2af653cabe,47,Female,Auto,87009.88,8121.79,139748.04,11,2025-02-04,6577cf8a-b2e3-424b-8e94-2c671ddcad5c,2027-11-21,47659.38,0,2,Medium
e08a2f2e-2388-4640-83a5-ec2af653cabe,47,Female,Auto,87009.88,8121.79,139748.04,11,2025-02-04,e5e45324-d110-49fd-a0af-3435855f1673,2025-12-24,2681.05,0,2,Medium
ae04ebab-d4a5-4458-b28f-375f15387227,41,Female,Auto,67196.81,1788.59,34535.73,24,2022-01-20,df811774-fa36-4b23-b52e-7d8429c69150,2024-05-17,7357.68,0,3,Medium
ae04ebab-d4a5-4458-b28f-375f15387227,41,Female,Auto,67196.81,1788.59,34535.73,24,2022-01-20,9ab07b46-9d50-4f37-9a65-3dfda553ada3,2022-08-14,3098.63,0,3,Medium
ae04ebab-d4a5-4458-b28f-375f15387227,41,Female,Auto,67196.81,1788.59,34535.73,24,2022-01-20,8ac2eba3-b3a9-421c-9dd6-63c4e522647a,2024-01-10,8684.88,0,3,Medium
6af12abd-60f9-4905-a57d-1593bec7f470,75,Male,Auto,57391.7,2927.66,47800.25,23,2024-04-24,be100178-07d2-4dc9-97d5-e179c6991fcc,2025-11-07,4582.83,0,5,High
6af12abd-60f9-4905-a57d-1593bec7f470,75,Male,Auto,57391.7,2927.66,47800.25,23,2024-04-24,f6897279-bbc5-4137-bf61-3c31b03b1a03,2026-08-11,14122.06,0,5,High
6af12abd-60f9-4905-a57d-1593bec7f470,75,Male,Auto,57391.7,2927.66,47800.25,23,2024-04-24,a5ad616b-4eb2-4dfd-8f58-efc22c47e645,2026-10-11,5975.84,0,5,High
6af12abd-60f9-4905-a57d-1593bec7f470,75,Male,Auto,57391.7,2927.66,47800.25,23,2024-04-24,56d31785-c544-4ddf-945f-052e37fa3d66,2025-01-05,12571.23,0,5,High
6af12abd-60f9-4905-a57d-1593bec7f470,75,Male,Auto,57391.7,2927.66,47800.25,23,2024-04-24,ffb9a2dc-1d38-4a78-b245-3b09c7fdad6f,2026-11-01,5061.7,0,5,High
d21df17c-1583-4da2-a48b-640d99517059,30,Male,Auto,84324.0,4190.31,78348.81,21,2023-07-18,NoClaim,,0.0,0,0,Low
b94a8bac-69c3-4136-a73d-a0362d9692bb,50,Female,Property,50675.59,3477.37,45042.4,23,2024-12-13,NoClaim,,0.0,0,0,Low
6074c745-0462-44dc-8ea4-ee282d88b116,53,Female,Life,54848.83,3638.34,39488.45,0,2023-04-11,b2e74dbd-2cc6-4780-bfdc-0ad070c0af2b,2025-09-24,978.24,0,5,High
6074c745-0462-44dc-8ea4-ee282d88b116,53,Female,Life,54848.83,3638.34,39488.45,0,2023-04-11,d2165bce-e261-4b61-bdb4-bec3f699d9da,2025-03-15,6001.62,0,5,High
6074c745-0462-44dc-8ea4-ee282d88b116,53,Female,Life,54848.83,3638.34,39488.45,0,2023-04-11,91a62c6a-7b95-4a86-971e-8b295cb3bf3d,2023-08-29,2576.58,0,5,High
6074c745-0462-44dc-8ea4-ee282d88b116,53,Female,Life,54848.83,3638.34,39488.45,0,2023-04-11,1ef6fd35-67bd-4612-8261-2140510ca6d4,2025-10-10,14931.75,0,5,High
6074c745-0462-44dc-8ea4-ee282d88b116,53,Female,Life,54848.83,3638.34,39488.45,0,2023-04-11,455043ac-805c-4bc5-a1c9-0377372443cb,2023-10-28,122.47,0,5,High
2605f8eb-a006-4d7e-9405-6df71d4be202,75,Female,Health,89470.43,7245.74,105419.61,0,2022-10-21,91cc7a8b-95b4-4a04-90e9-f901d4d10c91,2023-05-13,32523.89,0,1,Medium
4d476450-96ca-4936-8ce7-b01a6a6e0f7f,51,Male,Property,61527.84,2943.96,40383.49,15,2021-10-13,NoClaim,,0.0,0,0,Low
80a77fc0-4bbe-4289-997c-bfe1a10f5402,70,Female,Property,83235.3,7519.51,125995.43,10,2021-08-21,NoClaim,,0.0,0,0,Low
cc647f0d-0168-4daa-90db-81d536a47657,40,Female,Life,52922.11,4866.53,83224.21,0,2023-08-17,NoClaim,,0.0,0,0,Low
8c0e616b-c32e-4a2d-8ebc-4742839ecb16,51,Female,Property,54037.05,1338.89,22381.51,3,2022-04-04,NoClaim,,0.0,0,0,Low
1bcba0a0-71d1-4b1b-b8bb-7ee768dba024,26,Male,Life,60313.3,5851.68,62941.02,0,2022-11-04,NoClaim,,0.0,0,0,Low
a4e36c91-c34a-4d9f-a3d9-ea02948f58c3,76,Female,Property,63460.51,1984.04,32189.41,9,2021-01-02,f7381bf8-d6b4-4f0e-80e1-b4748c2d7b5a,2022-06-06,6199.48,0,3,Medium
a4e36c91-c34a-4d9f-a3d9-ea02948f58c3,76,Female,Property,63460.51,1984.04,32189.41,9,2021-01-02,f54d5009-6b20-4f69-a8c4-60c67facdab9,2022-08-18,3758.67,0,3,Medium
a4e36c91-c34a-4d9f-a3d9-ea02948f58c3,76,Female,Property,63460.51,1984.04,32189.41,9,2021-01-02,1874d412-9e19-4fba-8a1b-08667c1a32a5,2022-08-13,1827.46,0,3,Medium
90dc19d9-7f0b-487c-853a-3564113083c1,63,Male,Auto,59927.63,2302.42,24050.29,0,2023-10-10,NoClaim,,0.0,0,0,Low
9f4f7153-42f3-42c5-9666-838a086e4a2c,44,Female,Life,71595.2,4299.17,72209.72,0,2024-05-25,5892b283-25be-499f-bee3-5bb6a36f5342,2024-06-26,9650.53,0,2,Medium
9f4f7153-42f3-42c5-9666-838a086e4a2c,44,Female,Life,71595.2,4299.17,72209.72,0,2024-05-25,b4e2001a-7ed6-4921-b875-31b8c4091f7f,2025-11-25,29782.24,0,2,Medium
c044325f-bad1-43ed-891d-40e9f11789e0,60,Female,Auto,53561.33,5187.42,62089.61,2,2021-11-17,18dd4372-bc35-4cf1-8e07-d3c6d54ee464,2024-10-24,22590.64,0,3,Medium
c044325f-bad1-43ed-891d-40e9f11789e0,60,Female,Auto,53561.33,5187.42,62089.61,2,2021-11-17,99373400-fa4c-427a-a1e8-c4cbf676a1a1,2024-05-04,8053.35,0,3,Medium
c044325f-bad1-43ed-891d-40e9f11789e0,60,Female,Auto,53561.33,5187.42,62089.61,2,2021-11-17,95b76ea7-dee6-4111-aa19-9880cc07243b,2022-05-19,15396.37,0,3,Medium
bd709860-ed55-4542-9b58-03f18856b925,61,Female,Property,68828.3,3331.52,56579.5,10,2021-04-29,NoClaim,,0.0,0,0,Low
36ebfe0c-700c-463c-be42-556d73475f25,19,Other,Life,58726.65,4549.35,56745.85,0,2024-03-02,NoClaim,,0.0,0,0,Low
2579bdac-09c2-4aa5-89b1-dc289b0ae836,56,Female,Life,41350.14,2696.31,47768.58,0,2023-08-19,NoClaim,,0.0,0,0,Low
623b13ed-b485-4c77-97ec-29d1461706c6,26,Female,Life,69277.33,2652.92,43358.29,0,2024-11-03,NoClaim,,0.0,0,0,Low
557ff1e5-e53c-49ce-98a8-2491928c491b,77,Male,Property,56887.84,4454.82,48798.12,4,2025-04-01,6618272a-6c75-4e6c-a0f9-9ee5ff47bed9,2025-09-06,9167.91,0,5,High
557ff1e5-e53c-49ce-98a8-2491928c491b,77,Male,Property,56887.84,4454.82,48798.12,4,2025-04-01,954f9699-f860-40a6-bd48-aaab57320437,2026-12-26,1064.81,0,5,High
557ff1e5-e53c-49ce-98a8-2491928c491b,77,Male,Property,56887.84,4454.82,48798.12,4,2025-04-01,2ee622f1-3121-403e-9876-1cd2d5c4add7,2028-01-05,2878.04,0,5,High
557ff1e5-e53c-49ce-98a8-2491928c491b,77,Male,Property,56887.84,4454.82,48798.12,4,2025-04-01,ceb4e8e5-fbb4-4630-8443-698d13d4e3a9,2027-04-18,4281.98,0,5,High
557ff1e5-e53c-49ce-98a8-2491928c491b,77,Male,Property,56887.84,4454.82,48798.12,4,2025-04-01,3fa75cdf-8906-4c5f-bae9-9ee85b2d03b0,2027-03-16,21272.74,0,5,High
b6ca0736-8c4a-4298-b607-852da38f4893,37,Female,Health,41832.42,1477.83,28348.35,0,2023-07-28,2a7af91a-1e46-48cd-876d-9a1c9e000d0d,2024-08-14,16199.04,0,2,Medium
b6ca0736-8c4a-4298-b607-852da38f4893,37,Female,Health,41832.42,1477.83,28348.35,0,2023-07-28,ebb30df9-0c18-4eb0-9334-4aa95a159f52,2025-08-28,3018.8,0,2,Medium
746c4190-d900-4df1-82db-d551783139df,28,Female,Auto,70961.46,4352.48,76550.44,18,2021-06-10,f588db6a-1dd6-42ce-a505-16d5b1bf1a8f,2023-11-30,14181.2,0,2,Medium
746c4190-d900-4df1-82db-d551783139df,28,Female,Auto,70961.46,4352.48,76550.44,18,2021-06-10,309e810a-a298-4a2e-874a-59711e334b57,2023-08-02,39530.5,0,2,Medium
a8f361bd-6788-449b-8c44-19bfa70bfe67,46,Male,Life,73303.31,2680.41,28711.47,0,2021-10-20,f51c56d1-bd0f-48b1-a6b4-f87078691157,2022-05-26,1996.92,0,3,Medium
a8f361bd-6788-449b-8c44-19bfa70bfe67,46,Male,Life,73303.31,2680.41,28711.47,0,2021-10-20,780c9111-0e2b-46a6-b77a-2004f9b81987,2023-05-08,6314.81,0,3,Medium
a8f361bd-6788-449b-8c44-19bfa70bfe67,46,Male,Life,73303.31,2680.41,28711.47,0,2021-10-20,6077b598-5ec5-4700-b08c-e8a41bf15ccf,2022-09-04,6851.21,0,3,Medium
48fc139e-aa6b-4a2b-9c60-fba1c30abe6f,40,Male,Life,53688.57,2900.16,30091.25,0,2022-02-02,508ad7c3-f31d-48bc-bd48-5c77bd0e9b9a,2023-09-20,3009.27,0,1,Medium
dd30bb0a-71cf-4e83-b944-6768210db45d,74,Other,Property,74924.73,1809.59,21554.34,11,2024-08-16,75677d69-cdd9-40b4-a857-dd82bae32e0f,2026-03-05,11430.8,0,4,High
dd30bb0a-71cf-4e83-b944-6768210db45d,74,Other,Property,74924.73,1809.59,21554.34,11,2024-08-16,6e457460-b322-40be-942f-5b02ed39bfd9,2025-04-08,3327.86,0,4,High
dd30bb0a-71cf-4e83-b944-6768210db45d,74,Other,Property,74924.73,1809.59,21554.34,11,2024-08-16,7c221436-c6bc-41d6-ab00-5317e6b5a7e6,2026-01-23,2186.4,0,4,High
dd30bb0a-71cf-4e83-b944-6768210db45d,74,Other,Property,74924.73,1809.59,21554.34,11,2024-08-16,40bf3b0f-d8e3-4748-9435-cae1201279c9,2026-01-31,2383.97,0,4,High
6673e62e-9218-47db-ab14-3d75a0c147b6,71,Female,Auto,57562.11,2904.31,41080.53,9,2021-09-09,77892daf-7f37-49bd-848c-954890c7e777,2023-10-04,6204.95,0,3,Medium
6673e62e-9218-47db-ab14-3d75a0c147b6,71,Female,Auto,57562.11,2904.31,41080.53,9,2021-09-09,044c2713-0410-4a2d-b40d-b45042e14151,2022-12-18,2665.35,0,3,Medium
6673e62e-9218-47db-ab14-3d75a0c147b6,71,Female,Auto,57562.11,2904.31,41080.53,9,2021-09-09,df3f3fce-a444-47dc-bf12-3a05c4c990dc,2024-04-12,8427.02,0,3,Medium
1a8d6f0c-b54c-4633-a13f-28b4ffa9ae4c,66,Female,Auto,41913.57,1442.48,15841.85,5,2022-08-28,NoClaim,,0.0,0,0,Low
b2f3e6c9-ab4d-4493-a676-c5c696321499,40,Male,Auto,57284.91,5094.65,64909.47,26,2020-11-25,79608bbe-5bb5-41c6-9468-130938f811d3,2021-08-26,15457.33,0,1,Medium
14cb2cd4-db6b-4ab8-ba1b-7d35380de47a,80,Female,Life,69504.17,4149.45,57283.86,0,2020-10-20,NoClaim,,0.0,0,0,Low
ca1ab180-f115-4f46-b227-84addc2127c5,49,Male,Life,61319.53,3111.87,31902.67,0,2023-06-11,NoClaim,,0.0,0,0,Low
d46352ba-9b64-4bce-8be3-aaa58bac43b7,57,Female,Auto,59095.67,2292.79,39089.05,18,2023-10-21,5f5ddb78-dffe-4f53-897d-057470385644,2024-05-30,19029.1,0,1,Medium
a32ac8f8-7b88-4276-9708-cc3f3b5b294e,33,Female,Auto,66821.93,6476.45,111033.0,18,2022-02-16,99ae93ef-4152-471b-ac35-d46930a64488,2025-01-26,33934.97,0,3,Medium
a32ac8f8-7b88-4276-9708-cc3f3b5b294e,33,Female,Auto,66821.93,6476.45,111033.0,18,2022-02-16,e457354b-41ca-4440-bbdf-c50f895d50f5,2024-07-04,23190.54,0,3,Medium
a32ac8f8-7b88-4276-9708-cc3f3b5b294e,33,Female,Auto,66821.93,6476.45,111033.0,18,2022-02-16,7175b9bf-0d0c-4e65-9e2d-918214925e38,2023-03-27,20120.53,0,3,Medium
58417f88-21ca-426a-b77c-23f585b93222,33,Other,Property,61046.2,2625.63,34311.18,26,2022-11-13,c6f02b80-93d2-47c3-ad79-fe80b799d1f2,2023-04-09,9340.06,0,1,Medium
760ab68f-f536-4258-aa1c-6c78015fcac0,50,Male,Life,50403.53,2352.69,39467.27,0,2022-02-19,871bbfe9-1a1b-4dee-a7a8-aa8d76d6cf62,2022-07-26,13375.97,0,4,High
760ab68f-f536-4258-aa1c-6c78015fcac0,50,Male,Life,50403.53,2352.69,39467.27,0,2022-02-19,5346e316-2385-44bf-854f-37e956ce1260,2024-04-18,11511.72,1,4,High
760ab68f-f536-4258-aa1c-6c78015fcac0,50,Male,Life,50403.53,2352.69,39467.27,0,2022-02-19,5401bfb0-e5ff-4081-9857-a6bfb016c719,2023-02-21,1075.27,0,4,High
760ab68f-f536-4258-aa1c-6c78015fcac0,50,Male,Life,50403.53,2352.69,39467.27,0,2022-02-19,eef20533-51a1-48c0-8475-13cdba2b534b,2023-03-16,13220.93,1,4,High
0d46b23b-14c3-4e25-9caa-bb08a1aa06fc,43,Male,Health,56543.99,4468.72,76171.71,0,2023-04-02,0339fff8-6c97-443d-b02d-cdc5431940b3,2023-11-25,1803.74,0,3,Medium
0d46b23b-14c3-4e25-9caa-bb08a1aa06fc,43,Male,Health,56543.99,4468.72,76171.71,0,2023-04-02,d66a3f49-9af4-40bc-a093-45a8cca64cd1,2024-12-07,21808.35,0,3,Medium
0d46b23b-14c3-4e25-9caa-bb08a1aa06fc,43,Male,Health,56543.99,4468.72,76171.71,0,2023-04-02,a80a577e-eb66-4b99-b6ce-aff84788cc19,2023-10-02,17053.47,0,3,Medium
26952ad5-4371-4caa-be9c-2ef5af8af290,56,Male,Property,46136.5,4434.36,57526.51,21,2024-01-28,NoClaim,,0.0,0,0,Low
363cae5d-2dbc-4d60-ad92-b967c28af1b0,36,Female,Property,90687.26,6919.74,95026.08,26,2022-02-21,NoClaim,,0.0,0,0,Low
31516968-cf55-4997-b277-b51f2efb1b27,50,Female,Health,71565.58,3222.78,40964.68,0,2025-03-07,05681366-00aa-4a35-ab58-950395ae4770,2027-10-09,725.81,0,5,High
31516968-cf55-4997-b277-b51f2efb1b27,50,Female,Health,71565.58,3222.78,40964.68,0,2025-03-07,a1f53971-ca3c-46e5-9547-2cf05e2843a2,2027-08-21,3475.44,0,5,High
31516968-cf55-4997-b277-b51f2efb1b27,50,Female,Health,71565.58,3222.78,40964.68,0,2025-03-07,43176199-0fce-48a5-bc3e-40372f8c4491,2025-04-30,5523.02,0,5,High
31516968-cf55-4997-b277-b51f2efb1b27,50,Female,Health,71565.58,3222.78,40964.68,0,2025-03-07,17f65313-35f8-4b1c-ab1f-2eb0f825d180,2027-09-03,1396.97,0,5,High
31516968-cf55-4997-b277-b51f2efb1b27,50,Female,Health,71565.58,3222.78,40964.68,0,2025-03-07,b601a145-65f7-4096-9864-aa3a33ccb610,2028-01-31,16310.06,0,5,High
d9636bee-872f-4e6c-a3cd-c6902739170b,53,Female,Health,76865.3,2696.68,45100.98,0,2021-07-05,NoClaim,,0.0,0,0,Low
ff59ab05-7c03-46bd-99a9-04828dfd44a8,34,Female,Property,54988.84,3007.15,32856.93,26,2022-02-10,31fb5007-958a-4d42-a5dc-5e878241edde,2023-03-25,8989.93,0,1,Medium
c2535cfd-d3ff-4ad1-b12f-6398b7f0831f,43,Other,Life,83523.6,3287.64,56351.82,0,2021-07-12,feadfa95-32cb-46e1-8bb5-42a0aa1ed4d5,2024-05-30,24081.83,0,1,Medium
31e5363b-9e1c-4cb5-a72f-0d65a886d93a,74,Male,Property,79355.52,3158.73,33562.33,28,2022-04-07,6f8212d0-5c0a-49e7-99ff-79dd08882639,2024-02-04,12595.77,0,2,Medium
31e5363b-9e1c-4cb5-a72f-0d65a886d93a,74,Male,Property,79355.52,3158.73,33562.33,28,2022-04-07,24e90bcf-3fa1-418d-ac8d-5583f2876b07,2023-03-21,6490.9,0,2,Medium
17afc6a0-4af1-4ab0-b097-d093784c3c9c,63,Male,Health,73037.34,4507.57,48161.49,0,2020-12-16,9c9b4ba9-758a-4989-8a77-82ce8a1340bb,2021-11-05,8788.84,0,1,Medium
70aa81c4-2f7e-48a1-b222-914640781a54,45,Female,Auto,73309.36,5374.83,96068.94,20,2022-02-25,78700135-2003-4c1c-bc05-3614e5085cf4,2023-05-20,27161.24,0,2,Medium
70aa81c4-2f7e-48a1-b222-914640781a54,45,Female,Auto,73309.36,5374.83,96068.94,20,2022-02-25,4480d56a-7134-4778-8238-457bd7e1741e,2022-06-26,12397.32,0,2,Medium
5a129ef2-2d9f-4ca2-80da-e36f66e116a7,80,Male,Property,40627.33,2730.91,38441.23,10,2022-08-12,0fba5c8f-10d5-4b6f-bfae-0190e5323eae,2025-08-07,4101.6,0,4,High
5a129ef2-2d9f-4ca2-80da-e36f66e116a7,80,Male,Property,40627.33,2730.91,38441.23,10,2022-08-12,f62e15ff-1015-4c9f-b5fb-9e9e7adb8f59,2025-03-23,15515.65,0,4,High
5a129ef2-2d9f-4ca2-80da-e36f66e116a7,80,Male,Property,40627.33,2730.91,38441.23,10,2022-08-12,a0df2988-95d4-43e9-83b8-550cc8c08a9d,2024-08-24,143.69,0,4,High
5a129ef2-2d9f-4ca2-80da-e36f66e116a7,80,Male,Property,40627.33,2730.91,38441.23,10,2022-08-12,1a3e395c-3d8d-4219-bb5f-baf0cd1c0115,2023-05-10,6533.31,0,4,High
6bee13e6-ce62-4cc7-8fff-1a960b4f2c2e,62,Female,Property,66406.46,1914.8,24685.37,3,2021-02-14,NoClaim,,0.0,0,0,Low
70804963-82a6-4bb4-ac22-3f2eadd42fba,44,Female,Property,72862.1,1903.95,35654.04,12,2025-01-26,395b9bcd-efba-4862-b0cb-5e6f82213bdf,2025-07-11,1847.0,0,5,High
70804963-82a6-4bb4-ac22-3f2eadd42fba,44,Female,Property,72862.1,1903.95,35654.04,12,2025-01-26,66bcbf45-49fb-41e6-97e4-0cd6d1ca448c,2025-06-13,2973.34,0,5,High
70804963-82a6-4bb4-ac22-3f2eadd42fba,44,Female,Property,72862.1,1903.95,35654.04,12,2025-01-26,d01cd678-7da3-44c6-aa9e-1fddbcb4d99c,2026-12-18,11953.91,0,5,High
70804963-82a6-4bb4-ac22-3f2eadd42fba,44,Female,Property,72862.1,1903.95,35654.04,12,2025-01-26,aa3da0bd-7bf9-4883-b16d-872ff3dab499,2025-11-12,8821.31,0,5,High
70804963-82a6-4bb4-ac22-3f2eadd42fba,44,Female,Property,72862.1,1903.95,35654.04,12,2025-01-26,ec41a632-3e0d-4642-ba3c-36567439f7ea,2026-06-04,456.75,0,5,High
d242e727-3ac5-42e5-939e-632ded1ad106,33,Female,Auto,47000.71,989.84,12827.74,14,2020-11-20,9b2bfcfc-f0d1-464c-a1a6-890931745bd0,2022-04-18,1095.38,0,5,High
d242e727-3ac5-42e5-939e-632ded1ad106,33,Female,Auto,47000.71,989.84,12827.74,14,2020-11-20,eacc3363-fc05-48fd-b0f4-6acffa084ec0,2023-10-27,1515.46,0,5,High
d242e727-3ac5-42e5-939e-632ded1ad106,33,Female,Auto,47000.71,989.84,12827.74,14,2020-11-20,1e24c0e6-7638-45ec-9558-ed2f11907814,2023-01-16,1265.88,0,5,High
d242e727-3ac5-42e5-939e-632ded1ad106,33,Female,Auto,47000.71,989.84,12827.74,14,2020-11-20,f43932c4-d46f-40f4-9336-282a0781a793,2022-12-10,3042.74,0,5,High
d242e727-3ac5-42e5-939e-632ded1ad106,33,Female,Auto,47000.71,989.84,12827.74,14,2020-11-20,9fff4c71-cd5b-4b31-9428-52f40a7cae30,2022-02-08,4481.46,0,5,High
1f60c988-9598-45ef-82d6-cb96d3857eb7,31,Male,Property,56744.74,3491.96,56142.02,13,2023-06-29,6297c25e-5e4c-4ac2-83ca-6db5ad1c769d,2023-12-12,5375.79,0,3,Medium
1f60c988-9598-45ef-82d6-cb96d3857eb7,31,Male,Property,56744.74,3491.96,56142.02,13,2023-06-29,803a7319-09e6-4883-a712-a1956168a7a7,2026-03-12,3295.83,0,3,Medium
1f60c988-9598-45ef-82d6-cb96d3857eb7,31,Male,Property,56744.74,3491.96,56142.02,13,2023-06-29,32bdaf90-284c-4435-b6eb-052686776428,2024-02-08,16651.41,0,3,Medium
c8f84506-dfee-408a-a1e7-e887dbc16a8e,64,Female,Auto,55372.76,3322.86,46917.46,21,2022-04-11,110b5b7c-9359-4080-8776-95b0f54195b6,2022-05-27,2683.0,0,5,High
c8f84506-dfee-408a-a1e7-e887dbc16a8e,64,Female,Auto,55372.76,3322.86,46917.46,21,2022-04-11,fd17563a-0e5d-408d-965c-11d024d04f37,2023-03-11,20360.67,0,5,High
c8f84506-dfee-408a-a1e7-e887dbc16a8e,64,Female,Auto,55372.76,3322.86,46917.46,21,2022-04-11,87505604-3b77-4f0f-89a0-531ac545273c,2024-08-04,2727.8,1,5,High
